incorrect,correct
0 වාහනය බත් කමින් ගෙදර වේයගෙන් යනු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යනු
0 වාහනය බත් කමින් ගෙදර වේගෙයන් යන්න,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්න
1 වාහනය බත් කමනි් ගෙදර වේගයෙන් යන්නීය,1 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නීය
0 වාහනය බත කමින් ගෙදර වේගයෙන් යන්නෙමි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමි
0 වාහනය බත කමින් ගෙදර ේවගයෙන් යන්නෙමිවා,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමිවා
0 වාහනය බත් කමන් ගෙදර වේගයෙන් යන්නෙමු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමු
0 වාහනය බත් කමින් ෙගදර වේගයෙන් යනනෙමුවා,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙමුවා
0 වාහනය ත් කමින් ගෙදර වේගයෙන් යන්නෙහි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙහි
0 වාහනය බ්ත කමින් ගෙදර වේගයෙන යන්නෙහිවා,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෙහිවා
1 වාහනය ත් කමින් ගෙදර වේගයෙන් යනන්ේය,1 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නේය
0 වාහනය බත් කමින් ගෙදර වේගෙන් යන්නෝය,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යන්නෝය
0 වාහනය බත් කමින් ගෙදර වේගයෙන් යමි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යමි
0 වානහය බත් කමින් ගෙදර වේගයෙන් යමිවා,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යමිවා
0 වහානය බත් කමින ගෙදර වේගයෙන් යමු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යමු
0 ාහනය බත් මින් ගෙදර වේගයෙන් යමුවා,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යමුවා
1 වාහනය බත් කමින් ෙර වේගයෙන් යයි,1 වාහනය බත් කමින් ගෙදර වේගයෙන් යයි
0 වාහනය බත් කමි්න ගෙදර වේගයන් යව,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යව
0 වාහනය බත් කමින් ගෙදර වේගයෙන යවති,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවති
1 වාහනය බත් කමින් ගෙදර වේගයනේ යවන්නීය,1 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නීය
0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙම,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙමි
0 වාහන බත් මකින් ගෙදර වේගයෙන් යවන්නෙමු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙමු
0 වාහනය බ්ත කමනි් ගෙදර වේගයෙන් යවන්නෙහි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙහි
0 වාහනය බත් කමින් ගදෙර වේගයෙන් යවන්නෙහු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෙහු
1 ාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නේය,1 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නේය
0 වාහනය බත් කමින් ගදර වේගයෙන් යවන්නෝය,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවන්නෝය
0 වාහනය බ් කමින් ගෙදර වේගයෙන් යවමි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවමි
0 වාහනය බත් කිමන් ගෙදර වේගයෙන් යවමු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවමු
1 වාහනය බත් කමින් ෙගදර වේගයෙන් යවයි,1 වාහනය බත් කමින් ගෙදර වේගයෙන් යවයි
0 වානහය බත් කමින් ගෙදර වේගයෙන් යවහි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවහි
0 වාහනය තබ් කමින් ගෙදර වේගයෙන් යවහු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවහු
0 වාහනය බත් කිමන් ගෙදර වේගයෙන් යවු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යවු
0 වාහනය බත් කමන් ගෙදර වේගයෙන් යහි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යහි
0 වාහනය බත් මින් ගෙදර වේගයෙන් යහිව,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යහිවා
0 වාහනය බත් කමින් ගෙදර වේගයනේ යහු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යහු
0 වාහනය බත් කමින් ගෙදර වේගයෙන් යහුවා,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යහුවා
0 වාහනය බත් කමින් ගෙදර වේගයෙන් යනලදී,0 වාහනය බත් කමින් ගෙදර වේගයෙන් යනලදී
0 ාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙමි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙමි
0 වාහනය බ් කමින් ගෙදර වේගයේන ගියෙමු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙමු
0 වාහනය තබ් කමින් ගෙදර වේගයේ ගියෙහි,0 වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙහි
0 වාහනය බ්ත කමි්න ගෙදර වේගයෙන් ගියෙහු,0 වාහනය බත් කමින් ගෙදර වේගයෙන් ගියෙහු
